sourceNodeId,targetNodeId,value,time
1919,3212,325.38,35
7329,9158,167.36,35
3239,6546,173.97,35
1985,7804,385.69,35
1172,19995,577.19,35
9987,9743,235.83,35
8681,19825,215.14,35
4858,4709,557.09,35
4832,16145,562.7,35
4091,4764,187.05,35
11401,18266,126.94,35
9994,19977,376.92,35
965,16860,441.42,35
4587,9730,201.03,35
8568,6337,301.73,35
9252,13760,151.89,35
9009,7074,534.28,35
9307,8288,197.05,35
3950,3004,229.94,35
11789,13236,349.45,35
7888,4086,299.83,35
7454,9974,189.99,35
13454,2706,128.02,35
9993,1549,225.91,35
5269,9472,181.78,35
3611,8740,222.58,35
8925,19943,506.27,35
5678,19013,371.1,35
13596,16306,191.82,35
6288,17604,183.17,35
5098,16532,470.47,35
3826,1282,334.05,35
12560,15369,236.94,35
1463,9607,193.11,35
8975,8355,418.92,35
4370,6964,155.91,35
5851,15204,283.63,35
4771,9366,342.48,35
9349,19076,172.19,35
9759,16964,395.04,35
1464,14538,155.94,35
5748,9985,283.02,35
7475,6009,171.13,35
2964,19137,484.86,35
9494,6625,181.83,35
8946,18824,433.89,35
11978,9936,265.66,35
9410,9634,198.24,35
2132,16873,182.88,35
2506,7779,293.57,35
12366,4068,115.3,35
9735,9802,226.27,35
9188,13888,457.67,35
9334,13890,136.55,35
5628,5376,313.07,35
344,15647,140.58,35
8814,11201,514.42,35
6706,19961,228.58,35
12878,3009,437.69,35
4735,14085,256.42,35
9982,5651,383.22,35
6266,9906,166.75,35
5006,4388,438.73,35
1802,18937,289.82,35
11958,12868,298.26,35
13683,13968,281.47,35
4146,14521,121.19,35
8260,4728,105.36,35
13168,8800,477.07,35
4009,4418,162.33,35
9383,3681,186.89,35
9422,7459,130.05,35
5166,7489,512.38,35
9238,19977,181.25,35
2426,9779,299.26,35
13402,7265,181.19,35
8725,19795,371.6,35
5914,7057,348.33,35
9339,17347,124.51,35
4320,18499,166.11,35
2565,13544,390.1,35
7044,13843,561.65,35
8301,18737,198.77,35
9824,7245,224.94,35
12803,18241,526.61,35
8440,9825,266.26,35
2463,8978,227.86,35
9514,14242,140.33,35
12641,11575,279.52,35
9853,5192,211.36,35
3911,3145,386.98,35
7809,16448,239.69,35
1150,12368,431.88,35
13111,1538,403.54,35
7870,8737,301.91,35
6462,19010,248.63,35
12012,17750,111.31,35
4919,19894,439.5,35
9471,15270,142.58,35
2163,9339,151.86,35
9997,19206,260.85,35
10254,3555,146.86,35
9342,9671,165.63,35
8545,15412,359.1,35
5451,2693,145.39,35
1395,18928,181.74,35
3440,7836,158.08,35
1451,9783,181.19,35
7449,19793,113.76,35
11325,746,122.04,35
6827,19206,408.38,35
5368,9330,174.99,35
8083,11105,160.25,35
5896,6321,327.2,35
9606,4135,349.92,35
9450,7500,192.39,35
7764,5011,264.77,35
13227,14497,130.64,35
9513,8258,120.48,35
10431,15120,202.1,35
9690,14249,326.36,35
9229,5956,118.8,35
13617,9712,384.5,35
13841,19185,334.32,35
1988,9528,364.42,35
6170,17909,108.58,35
7932,9921,212.83,35
9991,16143,365.57,35
8778,1922,359.6,35
13756,17864,203.11,35
2387,19769,154.8,35
258,6733,165.53,35
2767,16615,295.76,35
8669,16021,232.53,35
2516,19638,278.1,35
8796,19168,230.03,35
1136,19337,431.04,35
3825,1258,211.39,35
3352,9920,113.22,35
6806,17060,560.71,35
1535,3524,132.67,35
9985,4632,337.29,35
5621,8416,327.98,35
9122,13537,431.64,35
9986,9999,216.27,35
11156,19772,520.14,35
9695,6914,288.82,35
5916,6088,276.44,35
11164,5266,467.47,35
9460,18594,189.1,35
8286,8615,122.19,35
9571,8738,165.27,35
2386,19865,188.75,35
9990,9995,209.22,35
5575,6119,191.21,35
8265,18672,184.13,35
8841,7602,429.89,35
8908,1895,571.36,35
8878,18677,542.82,35
10701,18921,299.33,35
12271,2773,113.72,35
6681,9891,280.42,35
8212,14704,158.41,35
390,14712,190.58,35
6148,12725,115.0,35
5357,16002,188.69,35
12716,3175,383.82,35
11143,14362,420.07,35
12870,4642,441.92,35
13515,19539,142.05,35
5289,14946,192.05,35
13484,7190,196.38,35
5949,8986,256.92,35
8763,19986,239.16,35
5672,19412,258.6,35
13431,6039,181.38,35
13572,13651,165.11,35
2730,18940,394.79,35
9140,14881,568.6,35
7337,18993,191.67,35
3281,4871,183.97,35
1359,13334,189.91,35
11919,2317,267.22,35
3310,19284,194.38,35
11278,19889,149.72,35
9445,8544,123.87,35
5958,8789,211.91,35
9981,9997,230.36,35
4876,16059,484.42,35
13576,18832,187.77,35
5909,17840,358.39,35
13818,7953,360.13,35
6950,4049,525.63,35
6347,8962,109.76,35
9819,8066,386.8,35
8056,9764,119.65,35
12990,2051,463.67,35
904,8091,481.79,35
2103,1202,177.38,35
9424,6531,102.2,35
7620,11794,368.54,35
3237,9446,129.88,35
4802,2867,528.96,35
8830,19907,405.26,35
323,13794,135.85,35
1295,19992,179.8,35
13471,12945,176.05,35
11064,9041,511.16,35
964,6325,537.21,35
9983,3094,395.54,35
7529,19093,132.44,35
1465,16914,187.47,35
12775,9985,252.03,35
12906,5488,426.86,35
8973,19914,466.85,35
742,9736,241.91,35
9978,6417,354.17,35
10437,14389,241.88,35
12054,18324,120.68,35
8636,10179,238.41,35
7705,5763,237.85,35
13080,2704,595.02,35
9864,9859,368.64,35
5384,8980,156.52,35
12368,18979,172.99,35
4029,18581,146.96,35
1636,19344,236.63,35
8132,7108,149.49,35
9129,19593,471.33,35
9767,7171,254.0,35
2882,19968,583.96,35
2276,6658,156.35,35
9625,10853,399.76,35
8935,2381,483.61,35
12942,19537,462.35,35
10461,19051,273.26,35
5001,14917,469.1,35
11402,17319,129.36,35
6616,4660,264.07,35
6094,8992,142.19,35
3425,19267,118.8,35
2472,16552,385.35,35
1438,17112,115.94,35
12216,13173,167.5,35
9318,8997,116.97,35
1690,9731,200.83,35
9413,13793,101.22,35
6841,10757,493.82,35
5686,9939,296.67,35
4433,2933,219.94,35
8466,16995,216.5,35
8538,9328,313.51,35
9734,17675,302.27,35
9220,9986,104.5,35
9681,17128,257.76,35
7674,16434,342.17,35
1612,17844,393.76,35
8437,6835,352.67,35
4756,19114,393.48,35
11314,19994,145.02,35
13176,3523,480.82,35
4836,6246,419.86,35
9590,19811,156.52,35
9946,16904,240.72,36
7063,15506,531.63,36
2016,9513,193.08,36
9511,4262,150.88,36
13844,19347,268.6,36
2810,19889,486.57,36
10651,9510,310.42,36
8540,7602,229.94,36
10916,6320,578.27,36
3170,9882,505.69,36
7321,6532,164.97,36
8826,19904,443.82,36
4805,9573,493.1,36
9814,15941,248.1,36
9986,14864,216.27,36
10715,5666,325.11,36
2392,17015,109.95,36
9472,7044,118.48,36
9615,7555,355.45,36
7704,11554,299.73,36
12259,18976,134.05,36
9474,17697,132.49,36
9817,581,336.85,36
11477,9940,142.13,36
9901,14983,202.19,36
9831,19207,333.23,36
13443,6883,190.03,36
4881,4340,563.58,36
9535,7363,199.72,36
13617,19681,384.5,36
1418,9473,102.12,36
12099,8946,177.5,36
4053,19366,186.38,36
1196,16193,471.51,36
6761,2832,364.23,36
6257,7994,162.69,36
12538,4708,364.73,36
4196,9334,130.55,36
2414,9926,247.32,36
5720,5715,200.8,36
4455,19703,301.41,36
10683,8978,317.25,36
11961,5072,359.98,36
10706,7045,257.95,36
7630,18849,289.95,36
6198,19138,173.66,36
9702,5008,386.73,36
3091,9986,511.55,36
6430,19555,262.98,36
9584,9892,181.85,36
12693,6167,305.17,36
6254,14196,186.47,36
1372,19140,151.14,36
7253,19952,164.25,36
4411,19800,328.64,36
1176,3475,462.25,36
5190,16130,475.82,36
9599,9734,142.58,36
13674,5909,249.08,36
9545,7938,159.25,36
2480,8692,252.0,36
9671,9669,384.73,36
6362,18964,161.5,36
2557,1558,221.39,36
1831,5394,250.69,36
8662,4465,269.97,36
9508,9798,107.02,36
10685,17009,246.91,36
8848,19904,519.03,36
9546,16515,156.82,36
8651,5568,244.05,36
3943,3730,219.21,36
3410,9880,198.52,36
9816,3014,264.82,36
13808,18850,392.8,36
9132,17575,545.84,36
9399,15724,128.64,36
4180,11333,147.89,36
13188,6848,575.34,36
12117,9690,120.16,36
7194,17124,408.64,36
8365,19813,156.89,36
9312,19940,126.13,36
2637,9799,340.92,36
13283,2033,185.53,36
9679,17760,311.36,36
13004,16531,436.25,36
13358,9573,120.86,36
9983,13334,395.54,36
12131,17537,189.36,36
12602,4821,376.42,36
1135,8000,599.71,36
9490,13193,189.77,36
8943,19469,558.75,36
5021,19830,458.04,36
7235,1266,171.41,36
9611,18624,225.67,36
5624,4564,218.83,36
6151,16784,150.77,36
10282,10723,157.66,36
3087,957,437.83,36
642,19235,294.52,36
2913,7139,439.58,36
13876,18803,363.6,36
9536,18338,103.08,36
13839,9204,365.17,36
2366,14595,170.97,36
9851,17986,291.01,36
9897,17224,347.57,36
12929,7925,431.45,36
9122,8258,431.64,36
8905,18977,478.61,36
6877,8577,438.42,36
4703,7911,391.29,36
7646,9349,218.6,36
11893,307,387.57,36
13078,9441,494.52,36
5507,6358,151.58,36
13010,6928,491.8,36
9450,19308,192.39,36
972,8392,465.89,36
6513,17925,269.16,36
11199,11715,494.25,36
9653,4037,223.17,36
793,13336,219.77,36
9449,8899,140.66,36
2695,7994,388.2,36
8877,6640,479.55,36
8645,8720,372.11,36
12808,19680,442.19,36
4877,4235,557.86,36
8925,8233,506.27,36
4700,19174,323.7,36
11561,15251,107.65,36
12861,4961,421.26,36
3710,5528,232.08,36
9757,6600,347.57,36
9939,9740,276.64,36
1085,12971,425.35,36
9589,17987,168.99,36
7789,14817,246.0,36
931,19830,546.53,36
4173,14563,109.73,36
5739,8988,233.94,36
6135,9473,177.28,36
14178,15393,147.92,36
3770,9960,262.2,36
13499,6165,138.91,36
470,8107,388.95,36
12451,13888,394.6,36
7665,9520,244.96,36
6794,11460,380.85,36
6078,6899,122.54,36
12360,9846,145.16,36
9991,7440,365.57,36
14068,12800,176.69,36
8919,9280,564.96,36
10795,6598,213.47,36
11397,6568,159.55,36
9990,17679,209.22,36
9482,6020,100.33,36
7714,19666,378.47,36
7770,18113,371.33,36
9878,14990,390.92,36
14269,7713,194.33,36
9650,16385,372.22,36
8318,6962,133.58,36
9876,8963,353.05,36
9598,9538,118.13,36
4247,9808,122.84,36
6796,8643,363.02,36
8490,19396,220.38,36
3991,13258,324.57,36
3850,13008,289.04,36
14121,7719,131.52,36
2919,9894,509.35,36
9169,9955,524.4,36
5949,1004,256.92,36
2453,14390,332.23,36
2861,15448,419.01,36
482,16259,285.19,36
7872,19668,388.14,36
13630,8786,299.44,36
13656,19426,284.07,36
4397,9556,153.19,36
385,11238,167.86,36
7405,16128,106.95,36
3348,19941,164.16,36
3695,18822,382.76,36
13687,3072,375.64,36
7844,10772,298.88,36
1698,19745,394.01,36
4118,16930,141.16,36
7397,19633,181.5,36
1674,2960,229.32,36
11149,2420,411.61,36
7320,8755,138.96,36
18777,4418,13.18,36
3164,13908,509.69,36
13195,18848,526.13,36
13269,240,107.66,36
8492,17908,388.76,36
6148,19317,115.0,36
5024,19428,535.33,36
8250,19155,190.33,36
13889,7008,269.75,36
6011,19732,129.66,36
11696,9912,203.53,36
8443,7540,383.79,36
9548,8299,177.66,36
7479,7064,106.23,36
13642,19089,289.92,36
4979,9970,452.47,36
5161,18369,535.11,36
7910,14432,397.76,36
9581,13954,139.58,36
8464,7716,305.08,36
5005,9921,557.65,36
6993,8808,511.98,36
12849,15649,461.61,36
13652,17041,216.36,36
7973,9987,352.95,36
8757,2407,224.32,36
2465,14786,307.25,36
9994,19467,376.92,36
10882,16843,514.16,36
4504,8872,322.92,36
2260,18524,189.91,36
14321,8489,112.26,36
11810,9925,353.11,36
6648,4630,396.6,36
9846,5188,256.35,36
11281,19956,120.83,36
5584,18278,119.48,36
7767,8434,245.72,36
11819,9938,344.48,36
10289,8564,112.94,36
6689,14147,396.85,36
9406,19234,176.88,36
11369,4145,164.07,36
2698,16322,215.74,36
1649,18759,368.7,36
6843,3648,403.64,36
3639,9425,331.66,36
2084,18004,189.21,36
825,6308,479.11,36
1465,9111,187.47,36
9924,11789,230.36,36
7201,9784,155.33,36
7838,9974,380.95,36
9294,16003,150.13,36
7202,17089,123.9,36
5998,9984,272.02,36
9992,9994,225.11,36
1429,12346,145.55,36
9524,5796,153.91,36
2515,17700,327.45,36
5621,19714,327.98,36
11171,9780,500.19,36
9232,9346,105.51,36
9712,9989,372.38,36
5287,9282,154.44,36
4064,16253,199.8,36
14347,7745,107.12,36
11019,13033,546.21,36
6193,19780,103.4,36
5453,19836,12.92,36
9980,17174,318.45,36
7089,18401,535.53,36
9162,17888,431.04,36
13410,7601,177.5,36
3880,9975,208.52,36
9782,8899,264.91,36
9808,19585,213.86,36
6613,9744,324.6,36
9850,6222,382.04,36
7323,9908,119.16,36
4777,19665,310.1,36
3583,3763,129.44,36
12170,19558,175.11,36
9735,19341,226.27,36
11156,13567,520.14,36
13732,9312,229.91,36
13503,4113,169.07,36
9277,1986,191.08,36
4688,7495,281.73,36
11619,8496,266.13,36
8731,5489,333.39,36
7132,9153,440.16,36
2130,2835,121.93,36
8422,16082,357.97,36
3213,5648,106.33,36
13517,12354,139.97,36
5817,9306,288.22,36
7046,17427,501.07,36
4480,17281,270.82,36
13328,18208,186.82,36
3761,6576,347.58,36
6128,19760,188.46,36
8016,8482,127.55,36
7781,19813,333.94,36
9093,9988,574.35,36
12768,8736,255.21,36
4659,9986,314.54,36
13265,9376,156.3,36
7257,9205,140.86,36
8968,19053,520.4,36
12140,9940,126.16,36
5314,17155,166.44,36
12995,19522,456.76,36
509,4944,334.75,36
13939,2550,390.42,36
607,19579,220.41,36
7621,16806,261.45,36
5749,18297,299.58,36
6635,16212,395.95,36
6533,8179,299.1,36
5325,19874,102.5,36
3019,8963,507.01,36
12858,8465,491.98,36
9491,2054,116.38,36
8864,14737,546.28,36
4871,3874,535.21,36
8802,9349,415.79,36
8780,11417,219.58,36
4723,16820,362.69,36
9051,18991,418.02,36
12851,9266,435.55,36
13938,6464,253.6,36
8283,9733,128.61,36
1495,3650,165.61,36
11939,6547,243.38,36
5058,19952,508.6,36
7902,13860,259.92,36
9999,3621,317.64,36
9999,4135,317.64,36
2755,16984,206.39,36
10266,17863,117.11,36
9509,7746,129.46,36
8741,19138,302.22,36
9813,6415,228.89,36
9289,3843,169.44,36
9847,2241,207.75,36
9951,19339,252.88,36
927,8038,430.01,36
12992,16006,564.53,36
3026,5939,438.91,36
8601,14325,389.1,36
7705,13651,237.85,36
11209,9920,137.61,36
2519,18648,248.36,36
5472,10371,133.27,36
8171,6049,154.05,36
12867,5047,438.95,36
9074,17126,547.88,36
834,19017,442.69,36
603,18590,251.32,36
8989,8519,407.32,36
12400,4290,285.6,36
9629,6724,270.23,36
3133,18432,418.16,36
7780,9554,281.01,36
9695,7203,288.82,36
2350,15171,191.78,36
8225,9986,171.94,36
5008,9189,522.75,36
9607,17732,232.11,36
10656,6802,386.04,36
11066,4805,474.35,36
11582,5701,103.66,36
2459,15361,314.51,36
9181,16195,449.0,36
3862,18160,312.39,36
7890,17953,379.67,36
6168,16530,193.77,36
5054,8018,500.63,36
2503,3358,213.58,36
12559,15666,213.35,36
271,9351,133.83,36
3208,14713,156.89,36
1382,5507,151.71,36
2091,8320,194.13,36
8602,9987,349.89,36
7290,3841,179.78,36
3172,9492,509.3,36
1493,6426,150.02,36
11077,1937,450.57,36
9746,9730,307.2,36
9824,18126,224.94,36
1989,10452,278.6,36
4470,19972,208.42,36
5916,4856,276.44,36
5356,4709,102.91,36
12715,19989,272.6,36
7039,14454,508.29,36
6402,16978,316.42,36
5959,16997,230.71,36
6932,15123,548.03,36
9993,11534,225.91,36
5493,17059,158.41,36
9375,9831,103.69,36
4798,19954,338.63,36
1886,19355,212.47,36
7587,19937,107.61,36
4360,4894,145.02,36
5937,19459,377.66,36
1026,9952,438.0,36
6288,19961,183.17,36
7175,9808,494.04,36
14124,7457,120.73,36
3329,9556,113.18,36
1703,9685,262.42,36
4335,19625,126.94,36
13241,8115,178.47,36
5217,3905,100.75,36
8753,19730,257.39,36
1823,3290,341.69,36
7264,120,188.1,36
2224,10560,192.19,36
8176,19792,172.6,36
12925,11267,414.29,36
1786,1679,255.36,36
8911,9921,542.2,36
6331,3781,102.86,36
6991,9904,527.51,36
5488,19985,112.75,36
4101,19563,151.63,36
12520,18466,396.92,36
9978,17682,354.17,36
7773,7201,254.11,36
8044,16163,185.88,36
10317,9569,193.75,36
9101,10950,533.9,36
5799,15175,261.5,36
5882,18676,360.38,36
9869,774,246.63,36
9027,16621,513.52,36
7971,9640,213.19,36
8879,19905,486.52,36
9768,3339,323.88,36
9531,17283,142.42,36
9349,19941,172.19,36
2424,7877,217.74,36
5563,18998,165.3,36
12882,18981,420.01,36
1335,19656,116.58,36
7289,12416,127.91,36
12609,15029,294.61,36
7658,18370,256.41,36
8638,12018,299.08,36
14146,19904,188.86,36
7965,19954,365.39,36
7387,3925,162.63,36
11829,6707,266.05,36
9484,11818,141.89,36
9608,19938,266.41,36
9998,7725,323.79,36
9998,14387,323.79,36
8111,7553,198.74,36
11198,17296,445.45,36
7886,15363,382.72,36
6428,17777,250.69,36
2099,19717,140.3,36
3861,16409,347.58,36
9321,16135,138.11,36
8672,14513,256.89,36
14105,12096,100.25,36
1501,9990,176.63,36
9984,17942,200.97,36
9741,3332,237.86,36
9087,15524,529.52,36
9997,18184,260.85,36
11872,11681,325.36,36
4989,7737,496.42,36
7176,14386,414.14,36
12598,5970,381.86,36
1566,14116,167.72,36
11303,11778,172.44,36
6896,3618,417.04,36
9989,8720,252.35,36
5010,18325,476.25,36
3125,18169,544.88,36
6650,9987,258.25,36
1161,17784,470.45,36
10802,19626,571.32,36
2561,19909,294.17,36
9733,14725,331.3,36
9361,19712,142.36,36
9037,5225,568.73,36
6058,14226,133.21,36
8856,19873,479.35,36
6679,5680,273.23,36
3812,19752,349.7,36
2747,15710,275.35,36
11844,7158,362.13,36
10661,5895,264.69,36
9683,3841,217.24,36
7073,9827,531.9,36
7516,9872,182.32,36
12685,6915,304.42,36
1859,12129,271.45,36
8249,1968,172.69,36
3910,1525,358.89,36
4311,7106,119.88,36
5181,4759,426.14,36
7842,5249,318.01,36
2211,9989,186.58,36
4329,16278,133.22,36
5599,19750,109.76,36
8819,9829,523.03,36
7098,19912,403.64,36
8516,11891,271.69,36
5734,9864,210.41,36
6461,18243,220.42,36
6492,14577,234.83,36
2864,9065,450.26,36
6868,14737,543.28,36
4416,9352,267.58,36
8284,19411,106.37,36
6770,18608,323.16,36
3374,19781,184.57,36
12745,6913,297.97,36
9271,18721,132.66,36
14014,9973,182.94,36
5984,9334,376.25,36
4887,19012,418.48,36
8628,19043,345.13,36
9530,19616,143.77,36
5992,14801,219.07,36
5297,18373,184.08,36
13831,18961,271.44,36
14168,5762,103.37,36
5736,9777,258.79,36
1837,16406,274.89,36
7127,19108,449.01,36
12749,12640,252.25,36
12270,9968,145.41,36
9910,15504,386.7,36
7580,9888,111.98,36
7687,19987,236.88,36
13941,13648,233.78,36
5657,8331,359.88,36
14211,18704,130.24,36
5514,14608,151.19,36
9089,8264,423.48,36
9438,3041,156.25,36
5160,16605,551.96,36
7664,6935,395.23,36
12873,13393,475.47,36
7939,16341,317.39,36
9996,16136,344.98,36
9379,2692,177.22,36
2261,12920,185.27,36
6919,14180,520.54,36
1051,11880,578.34,36
503,12386,394.85,36
12926,19920,552.25,36
9612,12808,356.3,36
7280,14709,103.01,36
5222,7315,131.63,36
9125,4969,598.66,36
2365,4679,112.58,36
1920,6192,301.94,36
9827,19909,236.72,36
9867,19723,310.45,36
7118,19112,475.11,36
7980,18210,375.13,36
11362,4369,154.88,36
12918,19169,413.83,36
7561,9283,120.0,36
8924,9742,520.33,36
6601,9812,318.2,36
5207,19872,135.33,36
3767,19361,290.44,36
13365,19762,196.3,36
9418,8897,184.33,36
11674,19384,210.52,36
5791,3251,323.91,36
8584,10642,303.22,36
5453,19836,12.92,36
5347,14677,172.83,36
3156,17288,500.85,36
9209,17445,137.11,36
5310,3648,140.24,36
10163,19734,102.73,36
1496,9858,137.38,36
7082,2484,514.26,36
9630,13056,244.44,36
4243,16090,120.41,36
4521,19893,262.04,36
3383,9953,133.69,36
9953,19726,281.95,36
9943,9869,310.08,36
9855,18504,308.23,36
3423,13616,101.68,36
4280,19059,196.28,36
7846,4066,314.27,36
9750,6401,281.72,36
11402,4427,129.36,36
6044,13153,117.83,36
8378,2576,179.28,36
5223,599,172.14,36
3369,5163,151.91,36
9604,7104,205.0,36
5376,529,169.66,36
9273,7875,142.28,36
9370,15393,126.62,36
8760,15685,249.74,36
1891,16882,298.64,36
4975,5484,443.48,36
5921,9762,262.51,36
9366,9763,196.33,36
1943,18981,315.75,36
14352,17890,123.94,36
8958,9861,533.75,36
8411,10323,369.48,36
13878,15954,388.89,36
7629,18791,365.89,36
9408,17537,136.74,36
8158,9413,115.66,36
9502,11883,138.88,36
9995,17163,394.35,36
13067,19092,487.57,36
12039,9154,177.8,36
9091,18883,490.8,36
6164,15175,129.02,36
9988,17939,340.27,36
8629,9937,319.01,36
5715,9779,333.33,36
10830,8614,476.44,36
5453,19836,12.92,36
8567,19107,348.95,36
9723,451,268.44,36
11087,19650,454.44,36
9812,14467,236.88,36
14276,3153,191.89,36
7333,8811,165.19,36
10425,1594,380.63,36
6085,7827,103.91,36
8234,7656,165.55,36
2728,9987,393.73,36
9254,11558,137.11,36
8607,17988,378.45,36
9568,19552,132.52,36
3119,7333,525.33,36
13430,8976,154.91,36
5163,9985,421.95,36
9069,9187,465.67,36
8617,19367,262.35,36
12980,17648,561.84,36
6946,9635,410.94,36
12761,14306,208.57,36
8806,2210,495.54,36
3504,9732,185.75,36
10195,11426,139.6,36
13565,17568,166.0,36
8121,9606,166.55,36
14205,1889,196.27,36
11898,9075,389.55,36
7231,15876,108.93,36
6352,19668,186.36,36
7677,19076,202.88,36
1682,8962,340.83,36
3100,8388,492.76,36
6519,16024,306.82,36
18777,4418,13.18,36
13676,9185,207.24,36
9135,8746,476.92,36
9693,15811,318.85,36
7833,10576,318.79,36
13561,2915,123.48,36
6521,18754,388.85,36
4668,12834,347.01,36
7416,8722,169.69,36
8031,5586,199.36,36
8782,15442,291.91,36
9866,9987,326.69,36
9698,11462,252.55,36
5846,5685,380.04,36
9632,13699,220.72,36
9771,18179,378.05,36
9580,5124,100.3,36
8523,13266,248.8,36
3884,4018,312.27,36
5667,12515,387.16,36
6351,10374,106.0,36
6025,11809,144.63,36
9659,14918,382.0,36
14357,15203,100.43,36
10743,16064,274.98,36
9715,6784,203.25,36
8979,3715,573.9,36
10601,6714,340.26,36
7987,15272,215.22,36
6847,6768,514.51,36
7214,9169,167.88,36
9151,4194,530.39,36
8410,8338,362.51,36
2229,18560,170.99,36
9176,19650,434.51,36
11891,17200,331.35,36
10630,17205,364.63,36
4225,16669,162.05,36
6494,15891,240.1,36
9538,16745,151.66,36
8535,12948,334.82,36
7586,16131,186.16,36
11562,18673,123.58,36
6377,2289,104.33,36
7428,18643,168.97,36
4590,5184,270.39,36
5423,4112,109.11,36
4807,8381,590.2,36
9987,9999,235.83,36
6029,9960,141.41,36
10575,12274,315.45,36
9981,7439,230.36,36
6144,9316,176.42,36
6636,9728,366.45,36
4630,14713,216.0,36
10603,8738,385.35,36
9010,9998,516.4,36
9127,5065,459.2,36
2274,13540,159.66,36
8161,19938,143.21,36
9378,3457,138.3,36
6002,19860,195.52,36
8690,5714,277.79,36
7477,19719,140.99,36
14164,9393,194.38,36
8756,8704,202.64,36
6721,4004,320.0,36
11660,19745,370.67,36
2960,4464,451.32,36
1106,19975,455.01,36
8900,19969,454.44,36
8211,8515,124.47,36
5985,9862,366.13,36
3424,7890,104.87,36
3882,2936,240.58,36
5121,9992,557.79,36
6013,18723,144.35,36
8805,18868,514.19,36
9199,12196,543.97,36
4766,6344,386.19,36
9985,17688,337.29,36
9687,11268,319.86,36
5858,17042,372.01,36
917,19966,561.28,36
2254,9224,105.87,36
13577,16291,163.02,36
4021,19607,190.13,36
5781,9426,242.02,36
1802,12282,289.82,36
6301,2228,170.25,36
13206,19666,131.38,36
4854,6857,594.9,36
5674,8529,266.2,36
7216,19377,157.25,36
1519,19786,161.8,36
5792,7426,348.85,36
2799,5668,216.25,36
7521,16289,113.02,36
12175,13753,197.8,36
8524,13681,203.47,36
9770,4999,376.76,36
143,18494,198.82,36
8711,19046,299.23,36
7001,17600,591.2,36
12889,723,534.7,36
4006,4736,127.12,36
11350,10583,199.41,36
498,9527,214.07,36
5458,18656,119.54,36
18777,4418,13.18,36
13444,19780,171.72,36
11357,2848,114.05,36
9518,6532,137.94,36
9613,15267,282.91,36
3327,6523,190.5,36
6476,18035,248.07,36
8358,18563,195.27,36
3301,14454,132.82,36
9184,3296,458.51,36
9762,9541,206.86,36
6918,11089,504.98,36
6864,9617,408.13,36
9982,7700,383.22,36
9004,9959,478.35,36
2754,19784,388.63,36
2675,18219,220.38,36
8037,13444,174.58,36
2356,9937,117.76,36
8884,3872,535.59,36
4070,12657,137.11,36
7336,18740,122.25,36
8608,19952,294.98,36
12432,12435,265.2,36
5289,9747,192.05,36
7607,3427,397.17,36
9133,19396,416.69,36
3659,9424,342.13,36
3732,9700,209.99,36
13040,12803,508.35,36
10846,17046,433.66,36
8269,3606,129.63,36
7732,9265,391.27,36
5324,1283,101.52,36
12080,14785,115.11,36
8553,641,265.3,36
8592,17857,356.64,36
2936,18704,584.16,36
7610,14436,312.17,36
13098,9936,524.21,36
8984,8455,545.54,36
3117,19921,540.53,36
9916,8842,204.11,36
13142,19442,476.22,36
2384,535,159.85,36
3539,6005,186.14,36
12050,883,129.25,36
9053,6216,564.88,36
1536,10689,111.3,36
9786,17803,202.6,36
7464,19717,156.8,36
3762,8220,364.23,36
9489,10756,132.6,36
5942,9651,316.95,36
9862,18434,223.52,36
5623,9809,357.07,37
9978,19990,354.17,37
9281,485,173.58,37
9617,18499,263.82,37
9099,15301,446.92,37
12577,16051,288.01,37
9865,19782,360.97,37
530,15400,398.58,37
12790,6819,360.54,37
7103,4145,406.07,37
6498,11202,331.48,37
7575,18144,192.8,37
8229,19971,172.72,37
14649,9585,284.25,37
8103,8433,153.71,37
3841,8439,379.79,37
6132,8481,171.58,37
5311,19785,182.11,37
6131,9522,150.44,37
8358,9747,195.27,37
1241,17847,117.0,37
8236,2162,109.61,37
8287,2676,106.68,37
12750,18208,206.75,37
4456,8344,227.28,37
952,19858,537.36,37
10165,2001,136.5,37
14494,5586,238.07,37
9332,19424,133.91,37
8937,16193,569.65,37
5070,19381,434.51,37
5711,5864,374.69,37
5165,12517,420.82,37
7524,19872,126.72,37
4126,6370,123.55,37
8346,9969,175.71,37
11559,13959,178.58,37
8827,7714,430.79,37
13389,16472,103.65,37
13449,5780,180.8,37
13610,1009,356.14,37
4325,5222,161.63,37
9261,18825,130.41,37
7006,6483,538.86,37
8700,4707,398.14,37
11986,19745,308.7,37
12834,19059,523.84,37
9402,9920,130.86,37
14249,19920,180.33,37
5665,19970,231.07,37
6076,19715,129.53,37
574,8148,286.33,37
13823,9444,266.55,37
13150,9445,525.29,37
3542,6280,158.92,37
9019,9408,435.89,37
9989,18963,252.35,37
14261,17697,154.58,37
5262,19274,181.58,37
14024,7048,197.02,37
4750,1834,209.28,37
1966,16035,393.64,37
9808,9603,213.86,37
13549,17318,130.1,37
11714,2977,329.72,37
10474,9994,220.16,37
9537,7239,176.14,37
2102,6115,105.16,37
14123,18816,186.74,37
14124,18104,120.73,37
5803,19953,308.17,37
9549,19076,171.77,37
4722,7014,358.91,37
8306,6242,127.75,37
7580,9297,111.98,37
6783,2212,305.76,37
