nodeid,isFraud,init_balance,fraudStep
4048,0,103.78,-1
4049,0,190.77,-1
4050,0,174.21,-1
4051,0,120.25,-1
4052,0,129.25,-1
4053,0,186.39,-1
4054,0,110.37,-1
4055,0,127.03,-1
4056,0,115.07,-1
4057,0,120.93,-1
4058,0,113.04,-1
4059,0,134.71,-1
4060,0,187.31,-1
4061,0,159.30,-1
4062,0,115.92,-1
4063,0,110.47,-1
4064,0,199.80,-1
4065,0,125.24,-1
4066,0,128.66,-1
4067,0,118.57,-1
4068,0,127.90,-1
4069,0,194.46,-1
4070,0,137.11,-1
4071,0,141.37,-1
4072,0,133.43,-1
4073,0,159.58,-1
4074,0,152.46,-1
4075,0,126.07,-1
4076,0,110.77,-1
4077,1,155.47,60
4078,0,155.74,-1
4079,0,105.66,-1
4080,0,134.15,-1
4081,0,142.42,-1
4082,1,148.39,-1
4083,0,131.76,-1
4084,0,166.94,-1
4085,0,180.13,-1
4086,0,111.93,-1
4087,0,142.19,-1
4088,0,166.76,-1
4089,0,159.26,-1
4090,0,187.24,-1
4091,0,187.05,-1
4092,0,154.55,-1
4093,0,188.79,-1
4094,0,180.65,-1
4095,0,115.03,-1
4096,0,100.93,-1
4097,0,138.65,-1
4098,0,136.50,-1
4099,1,102.82,64
4100,0,181.04,-1
4101,0,151.64,-1
4102,0,197.60,-1
4103,0,183.35,-1
4104,0,180.78,-1
4105,0,139.90,-1
4106,0,194.34,-1
4107,0,171.33,-1
4108,0,110.50,-1
4109,0,155.38,-1
4110,0,121.12,-1
4111,0,164.25,-1
4112,0,140.24,-1
4113,0,104.10,-1
4114,0,189.95,-1
4115,0,191.95,-1
4116,0,163.67,-1
4117,0,120.78,-1
4118,0,141.17,-1
4119,0,169.46,-1
4120,0,111.59,-1
4121,0,120.72,-1
4122,0,109.05,-1
4123,0,193.40,-1
4124,0,175.49,-1
4125,0,113.74,-1
4126,0,123.56,-1
4127,0,165.73,-1
4128,0,197.37,-1
4129,0,121.54,-1
4130,0,184.82,-1
4131,0,143.52,-1
4132,0,185.75,-1
4133,0,101.14,-1
4134,0,152.23,-1
4135,0,141.87,-1
4136,0,178.73,-1
4137,0,196.12,-1
4138,0,110.17,-1
4139,0,175.32,-1
4140,0,136.30,-1
4141,0,188.16,-1
4142,0,186.39,-1
4143,0,199.74,-1
4144,0,150.93,-1
4145,0,149.88,-1
4146,0,121.20,-1
4147,0,105.12,-1
4148,0,190.55,-1
4149,1,110.82,-1
4150,0,143.22,-1
4151,0,110.15,-1
4152,0,103.74,-1
4153,0,132.78,-1
4154,0,111.45,-1
4155,0,128.30,-1
4156,0,199.28,-1
4157,0,124.05,-1
4158,1,178.79,-1
4159,0,178.89,-1
4160,0,106.49,-1
4161,0,139.16,-1
4162,0,114.92,-1
4163,0,132.47,-1
4164,0,113.05,-1
4165,0,113.79,-1
4166,0,171.44,-1
4167,0,105.42,-1
4168,0,147.66,-1
4169,0,155.18,-1
4170,0,142.43,-1
4171,0,124.75,-1
4172,0,162.32,-1
4173,0,109.73,-1
4174,0,117.47,-1
4175,0,129.54,-1
4176,0,144.92,-1
4177,0,120.19,-1
4178,0,164.93,-1
4179,0,126.19,-1
4180,0,147.90,-1
4181,0,180.49,-1
4182,0,166.91,-1
4183,0,160.27,-1
4184,0,183.23,-1
4185,1,140.40,47
4186,0,143.00,-1
4187,0,139.06,-1
4188,0,113.09,-1
4189,0,159.66,-1
4190,0,149.02,-1
4191,0,179.80,-1
4192,0,160.86,-1
4193,0,134.53,-1
4194,0,185.93,-1
4195,0,127.65,-1
4196,0,130.56,-1
4197,0,186.94,-1
4198,0,197.99,-1
4199,0,121.17,-1
4200,0,122.47,-1
4201,0,157.93,-1
4202,0,102.44,-1
4203,0,181.51,-1
4204,0,142.64,-1
4205,0,173.11,-1
4206,0,102.53,-1
4207,0,179.46,-1
4208,0,154.84,-1
4209,0,102.19,-1
4210,0,104.82,-1
4211,0,140.70,-1
4212,0,162.32,-1
4213,0,145.30,-1
4214,0,164.37,-1
4215,0,190.04,-1
4216,0,138.20,-1
4217,0,142.07,-1
4218,0,179.51,-1
4219,0,104.37,-1
4220,0,133.90,-1
4221,0,106.25,-1
4222,0,165.36,-1
4223,0,167.43,-1
4224,0,166.40,-1
4225,0,162.05,-1
4226,0,174.60,-1
4227,0,101.39,-1
4228,0,163.02,-1
4229,0,163.04,-1
4230,0,183.43,-1
4231,0,175.44,-1
4232,0,103.44,-1
4233,0,159.21,-1
4234,0,141.19,-1
4235,0,127.96,-1
4236,0,110.83,-1
4237,0,112.16,-1
4238,0,115.55,-1
4239,0,123.91,-1
4240,0,148.31,-1
4241,0,160.47,-1
4242,0,125.99,-1
4243,0,120.41,-1
4244,0,152.21,-1
4245,0,148.80,-1
4246,0,107.52,-1
4247,0,122.85,-1
4248,0,139.38,-1
4249,0,193.42,-1
4250,0,145.82,-1
4251,0,124.62,-1
4252,0,187.38,-1
4253,0,199.82,-1
4254,0,115.54,-1
4255,0,187.24,-1
4256,0,149.09,-1
4257,0,125.63,-1
4258,0,181.22,-1
4259,0,154.94,-1
4260,0,155.24,-1
4261,0,169.73,-1
4262,1,139.05,-1
4263,0,170.05,-1
4264,0,174.16,-1
4265,0,180.88,-1
4266,0,104.82,-1
4267,0,130.67,-1
4268,0,158.30,-1
4269,0,166.62,-1
4270,0,159.64,-1
4271,0,180.29,-1
4272,0,133.21,-1
4273,0,164.00,-1
4274,0,153.30,-1
4275,0,184.24,-1
4276,0,129.89,-1
4277,0,153.47,-1
4278,0,123.74,-1
4279,0,192.47,-1
4280,0,196.29,-1
4281,0,130.37,-1
4282,0,186.27,-1
4283,0,143.43,-1
4284,0,129.20,-1
4285,0,138.06,-1
4286,0,174.33,-1
4287,0,198.38,-1
4288,0,183.04,-1
4289,0,184.32,-1
4290,0,130.33,-1
4291,0,119.51,-1
4292,0,124.25,-1
4293,0,194.29,-1
4294,0,116.38,-1
4295,0,121.28,-1
4296,0,179.37,-1
4297,0,186.70,-1
4298,0,124.48,-1
4299,0,152.28,-1
4300,0,136.45,-1
4301,0,186.32,-1
4302,0,158.53,-1
4303,0,147.65,-1
4304,0,167.96,-1
4305,0,198.49,-1
4306,0,163.88,-1
4307,0,180.81,-1
4308,0,181.15,-1
4309,0,126.49,-1
4310,0,139.02,-1
4311,0,119.89,-1
4312,0,160.39,-1
4313,0,178.67,-1
4314,0,141.59,-1
4315,0,133.31,-1
4316,0,142.70,-1
4317,0,172.16,-1
4318,1,104.06,-1
4319,0,192.45,-1
4320,0,166.12,-1
4321,1,157.26,-1
4322,0,101.42,-1
4323,0,108.62,-1
4324,0,115.10,-1
4325,0,161.64,-1
4326,0,155.92,-1
4327,0,116.42,-1
4328,0,185.94,-1
4329,0,133.22,-1
4330,0,113.97,-1
4331,0,129.19,-1
4332,0,175.09,-1
4333,0,148.65,-1
4334,0,163.79,-1
4335,0,126.94,-1
4336,0,162.03,-1
4337,0,124.64,-1
4338,0,101.32,-1
4339,0,171.71,-1
4340,0,144.18,-1
4341,0,130.16,-1
4342,0,152.61,-1
4343,0,138.10,-1
4344,0,180.76,-1
4345,0,197.04,-1
4346,0,165.21,-1
4347,0,103.85,-1
4348,0,165.38,-1
4349,0,100.92,-1
4350,0,139.95,-1
4351,0,109.16,-1
4352,0,186.35,-1
4353,0,102.61,-1
4354,0,167.79,-1
4355,0,146.22,-1
4356,0,150.91,-1
4357,0,125.89,-1
4358,0,137.70,-1
4359,0,143.29,-1
4360,0,145.02,-1
4361,0,148.84,-1
4362,0,183.49,-1
4363,0,163.09,-1
4364,0,186.03,-1
4365,0,151.57,-1
4366,0,152.36,-1
4367,0,162.88,-1
4368,0,171.20,-1
4369,0,173.46,-1
4370,0,155.91,-1
4371,0,139.98,-1
4372,0,127.73,-1
4373,0,173.75,-1
4374,0,105.94,-1
4375,0,195.72,-1
4376,0,198.98,-1
4377,0,189.68,-1
4378,0,188.72,-1
4379,0,195.73,-1
4380,0,160.10,-1
4381,0,183.57,-1
4382,1,118.55,-1
4383,0,145.90,-1
4384,0,102.29,-1
4385,0,135.44,-1
4386,0,143.50,-1
4387,0,117.33,-1
4388,1,171.31,147
4389,0,117.64,-1
4390,0,116.05,-1
4391,0,174.95,-1
4392,0,191.00,-1
4393,0,192.52,-1
4394,0,186.68,-1
4395,0,119.87,-1
4396,0,160.52,-1
4397,0,153.20,-1
4398,0,105.12,-1
4399,0,123.00,-1
4400,0,314.47,-1
4401,0,371.77,-1
4402,0,351.00,-1
4403,0,362.45,-1
4404,0,290.96,-1
4405,0,390.73,-1
4406,0,322.28,-1
4407,0,255.80,-1
4408,0,266.20,-1
4409,0,274.88,-1
4410,0,226.14,-1
4411,0,328.64,-1
4412,0,307.34,-1
4413,0,364.71,-1
4414,0,219.48,-1
4415,0,230.71,-1
4416,0,267.59,-1
4417,0,243.38,-1
4418,1,250.23,125
4419,0,270.41,-1
4420,0,270.79,-1
4421,0,301.53,-1
4422,0,347.94,-1
4423,0,303.94,-1
4424,0,378.24,-1
4425,0,212.63,-1
4426,0,331.26,-1
4427,0,332.26,-1
4428,0,386.42,-1
4429,0,315.14,-1
4430,0,342.14,-1
4431,0,291.89,-1
4432,0,214.82,-1
4433,0,219.94,-1
4434,0,291.13,-1
4435,0,325.49,-1
4436,0,276.38,-1
4437,0,236.92,-1
4438,0,373.57,-1
4439,0,391.61,-1
4440,0,268.84,-1
4441,0,255.68,-1
4442,0,228.22,-1
4443,0,394.77,-1
4444,0,313.33,-1
4445,0,309.22,-1
4446,0,262.71,-1
4447,0,360.11,-1
4448,0,237.70,-1
4449,0,333.19,-1
4450,0,334.01,-1
4451,0,387.17,-1
4452,0,366.67,-1
4453,0,288.90,-1
4454,0,344.68,-1
4455,0,301.41,-1
4456,0,227.29,-1
4457,0,307.97,-1
4458,0,343.87,-1
4459,0,385.46,-1
4460,0,311.16,-1
4461,1,253.04,115
4462,0,302.69,-1
4463,0,339.02,-1
4464,0,256.90,-1
4465,0,226.28,-1
4466,0,238.58,-1
4467,0,260.09,-1
4468,0,241.40,-1
4469,0,258.88,-1
4470,0,208.43,-1
4471,0,287.27,-1
4472,0,338.27,-1
4473,0,202.07,-1
4474,0,233.30,-1
4475,0,220.65,-1
4476,0,283.81,-1
4477,0,374.88,-1
4478,0,253.76,-1
4479,0,280.32,-1
4480,0,270.83,-1
4481,0,231.04,-1
4482,0,218.25,-1
4483,0,243.00,-1
4484,0,208.39,-1
4485,0,278.67,-1
4486,0,351.95,-1
4487,0,255.69,-1
4488,0,397.84,-1
4489,0,300.82,-1
4490,0,351.28,-1
4491,0,313.60,-1
4492,0,313.55,-1
4493,0,356.32,-1
4494,0,356.89,-1
4495,0,241.07,-1
4496,0,232.14,-1
4497,0,236.83,-1
4498,0,246.31,-1
4499,0,215.68,-1
4500,0,246.34,-1
4501,0,279.47,-1
4502,0,326.03,-1
4503,0,205.52,-1
4504,0,322.93,-1
4505,0,342.02,-1
4506,0,378.30,-1
4507,0,331.16,-1
4508,0,313.47,-1
4509,0,259.61,-1
4510,0,276.44,-1
4511,0,322.64,-1
4512,0,360.56,-1
4513,0,269.74,-1
4514,0,333.17,-1
4515,0,272.75,-1
4516,0,323.80,-1
4517,0,208.86,-1
4518,0,220.23,-1
4519,0,331.78,-1
4520,0,371.49,-1
4521,1,262.05,-1
4522,0,348.12,-1
4523,0,354.41,-1
4524,0,213.61,-1
4525,0,334.12,-1
4526,0,287.03,-1
4527,0,240.12,-1
4528,0,240.88,-1
4529,0,364.30,-1
4530,0,335.41,-1
4531,0,281.07,-1
4532,0,294.56,-1
4533,0,232.20,-1
4534,1,397.84,110
4535,0,304.97,-1
4536,0,214.79,-1
4537,0,282.56,-1
4538,0,375.59,-1
4539,0,264.01,-1
4540,0,346.53,-1
4541,0,216.02,-1
4542,0,353.54,-1
4543,0,322.47,-1
4544,0,291.08,-1
4545,0,238.58,-1
4546,0,297.86,-1
4547,0,359.09,-1
4548,0,210.20,-1
4549,0,250.08,-1
4550,0,258.35,-1
4551,0,258.88,-1
4552,0,333.62,-1
4553,0,385.90,-1
4554,0,318.01,-1
4555,0,331.22,-1
4556,0,298.61,-1
4557,0,294.36,-1
4558,0,344.22,-1
4559,0,336.82,-1
4560,0,273.33,-1
4561,0,295.97,-1
4562,0,213.98,-1
4563,0,261.65,-1
4564,0,350.50,-1
4565,0,396.23,-1
4566,0,292.67,-1
4567,0,288.49,-1
4568,0,228.95,-1
4569,0,337.89,-1
4570,0,377.70,-1
4571,0,212.87,-1
4572,0,329.56,-1
4573,0,241.84,-1
4574,0,227.09,-1
4575,0,333.04,-1
4576,1,257.21,118
4577,0,216.22,-1
4578,0,345.92,-1
4579,0,374.53,-1
4580,0,316.88,-1
4581,0,353.47,-1
4582,0,338.19,-1
4583,0,307.58,-1
4584,0,291.17,-1
4585,0,311.06,-1
4586,0,255.57,-1
4587,0,201.04,-1
4588,0,328.37,-1
4589,0,380.13,-1
4590,0,270.39,-1
4591,0,287.44,-1
4592,0,340.30,-1
4593,0,206.55,-1
4594,0,249.73,-1
4595,0,354.09,-1
4596,0,330.39,-1
4597,0,209.33,-1
4598,0,275.08,-1
4599,0,319.39,-1
4600,0,223.41,-1
4601,0,388.10,-1
4602,0,234.77,-1
4603,0,321.17,-1
4604,0,213.40,-1
4605,0,250.29,-1
4606,0,229.11,-1
4607,0,352.41,-1
4608,0,395.89,-1
4609,0,378.39,-1
4610,0,243.41,-1
4611,0,328.13,-1
4612,0,381.50,-1
4613,0,331.63,-1
4614,0,212.29,-1
4615,0,289.81,-1
4616,0,266.38,-1
4617,0,329.20,-1
4618,0,212.34,-1
4619,0,331.80,-1
4620,0,209.59,-1
4621,0,211.24,-1
4622,0,245.67,-1
4623,1,372.67,104
4624,0,353.59,-1
4625,0,252.83,-1
4626,0,201.93,-1
4627,0,252.25,-1
4628,0,386.63,-1
4629,0,311.13,-1
4630,0,216.01,-1
4631,0,345.01,-1
4632,0,325.78,-1
4633,0,369.50,-1
4634,0,396.00,-1
4635,0,369.38,-1
4636,0,335.71,-1
4637,1,375.48,78
4638,0,324.14,-1
4639,0,242.28,-1
4640,0,302.96,-1
4641,0,259.78,-1
4642,0,249.59,-1
4643,0,237.06,-1
4644,0,213.47,-1
4645,0,257.05,-1
4646,0,375.34,-1
4647,0,301.71,-1
4648,0,305.98,-1
4649,0,222.18,-1
4650,0,391.46,-1
4651,0,224.10,-1
4652,0,393.04,-1
4653,0,237.27,-1
4654,0,209.85,-1
4655,0,388.17,-1
4656,0,206.21,-1
4657,0,254.39,-1
4658,0,331.87,-1
4659,0,314.54,-1
4660,0,346.51,-1
4661,0,263.07,-1
4662,0,350.48,-1
4663,0,211.06,-1
4664,0,206.63,-1
4665,0,246.69,-1
4666,0,365.47,-1
4667,0,222.41,-1
4668,0,347.01,-1
4669,0,388.50,-1
4670,0,394.19,-1
4671,0,218.26,-1
4672,0,251.17,-1
4673,0,211.52,-1
4674,0,352.41,-1
4675,0,284.67,-1
4676,1,252.97,121
4677,0,380.34,-1
4678,0,318.20,-1
4679,0,395.20,-1
4680,0,336.18,-1
4681,0,222.14,-1
4682,0,227.00,-1
4683,0,223.60,-1
4684,0,272.36,-1
4685,0,357.68,-1
4686,0,383.53,-1
4687,0,210.80,-1
4688,0,281.74,-1
4689,0,388.34,-1
4690,0,359.83,-1
4691,0,255.96,-1
4692,0,379.48,-1
4693,0,227.56,-1
4694,0,267.09,-1
4695,0,240.89,-1
4696,0,284.83,-1
4697,0,306.78,-1
4698,0,214.59,-1
4699,0,235.19,-1
4700,0,323.70,-1
4701,0,368.02,-1
4702,0,217.76,-1
4703,0,391.30,-1
4704,0,300.16,-1
4705,1,354.96,-1
4706,0,211.70,-1
4707,0,271.46,-1
4708,0,292.37,-1
4709,0,312.94,-1
4710,0,392.57,-1
4711,0,301.06,-1
4712,0,382.72,-1
4713,0,393.55,-1
4714,0,378.83,-1
4715,0,270.30,-1
4716,0,373.55,-1
4717,1,262.63,87
4718,0,343.72,-1
4719,0,339.42,-1
4720,0,320.45,-1
4721,0,380.02,-1
4722,0,358.91,-1
4723,0,362.69,-1
4724,0,284.80,-1
4725,1,377.17,-1
4726,0,345.83,-1
4727,0,263.12,-1
4728,0,284.43,-1
4729,0,247.80,-1
4730,0,370.17,-1
4731,0,274.67,-1
4732,0,275.04,-1
4733,0,277.56,-1
4734,0,311.86,-1
4735,0,256.43,-1
4736,0,363.92,-1
4737,0,333.89,-1
4738,0,358.41,-1
4739,0,213.67,-1
4740,0,275.33,-1
4741,0,241.50,-1
4742,0,238.67,-1
4743,0,267.41,-1
4744,0,370.53,-1
4745,0,275.54,-1
4746,0,212.61,-1
4747,0,369.55,-1
4748,0,357.28,-1
4749,0,309.71,-1
4750,0,209.29,-1
4751,0,230.57,-1
4752,0,271.53,-1
4753,0,283.05,-1
4754,0,260.01,-1
4755,0,353.49,-1
4756,0,393.48,-1
4757,0,285.51,-1
4758,0,234.19,-1
4759,0,290.32,-1
4760,0,227.59,-1
4761,0,292.79,-1
4762,0,281.85,-1
4763,0,396.45,-1
4764,0,270.47,-1
4765,0,224.39,-1
4766,0,386.19,-1
4767,0,340.72,-1
4768,1,339.24,119
4769,0,265.09,-1
4770,0,240.70,-1
4771,0,342.48,-1
4772,0,257.90,-1
4773,0,323.04,-1
4774,0,218.77,-1
4775,0,287.58,-1
4776,0,327.14,-1
4777,0,310.11,-1
4778,0,327.75,-1
4779,0,246.09,-1
4780,0,290.99,-1
4781,0,213.12,-1
4782,0,215.21,-1
4783,0,241.41,-1
4784,0,329.54,-1
4785,0,359.02,-1
4786,0,319.67,-1
4787,0,271.22,-1
4788,0,201.46,-1
4789,0,338.96,-1
4790,0,370.05,-1
4791,0,201.93,-1
4792,0,323.45,-1
4793,0,268.91,-1
4794,0,282.15,-1
4795,0,346.65,-1
4796,0,286.71,-1
4797,0,309.91,-1
4798,0,338.63,-1
4799,1,332.01,62
4800,0,495.16,-1
4801,1,507.35,-1
4802,0,528.97,-1
4803,0,402.69,-1
4804,0,404.63,-1
4805,0,493.10,-1
4806,0,541.47,-1
4807,0,590.20,-1
4808,0,505.28,-1
4809,0,534.81,-1
4810,0,584.19,-1
4811,0,419.90,-1
4812,0,425.49,-1
4813,0,495.33,-1
4814,0,513.44,-1
4815,0,460.78,-1
4816,0,477.26,-1
4817,0,573.92,-1
4818,0,506.26,-1
4819,0,514.63,-1
4820,0,585.66,-1
4821,0,519.02,-1
4822,0,492.41,-1
4823,0,435.65,-1
4824,0,438.21,-1
4825,0,501.06,-1
4826,0,409.06,-1
4827,0,501.81,-1
4828,0,576.16,-1
4829,0,477.68,-1
4830,0,567.70,-1
4831,0,550.31,-1
4832,0,562.70,-1
4833,0,467.60,-1
4834,0,521.95,-1
4835,0,530.57,-1
4836,1,419.87,32
4837,0,434.03,-1
4838,0,534.38,-1
4839,0,544.18,-1
4840,0,408.12,-1
4841,0,497.05,-1
4842,0,495.93,-1
4843,0,484.89,-1
4844,0,552.63,-1
4845,0,594.14,-1
4846,0,406.26,-1
4847,0,585.92,-1
4848,0,547.28,-1
4849,0,476.45,-1
4850,0,447.08,-1
4851,0,517.53,-1
4852,0,506.99,-1
4853,0,589.72,-1
4854,0,594.90,-1
4855,0,555.75,-1
4856,0,575.59,-1
4857,0,538.38,-1
4858,0,557.09,-1
4859,0,506.71,-1
4860,1,540.18,-1
4861,0,487.39,-1
4862,0,584.33,-1
4863,0,583.11,-1
4864,0,599.32,-1
4865,0,451.25,-1
4866,0,443.41,-1
4867,0,523.31,-1
4868,0,473.93,-1
4869,0,479.34,-1
4870,0,554.45,-1
4871,0,535.22,-1
4872,0,570.76,-1
4873,0,561.66,-1
4874,0,497.97,-1
4875,0,420.89,-1
4876,0,484.43,-1
4877,0,557.87,-1
4878,0,473.41,-1
4879,0,568.50,-1
4880,0,479.82,-1
4881,0,563.58,-1
4882,0,551.82,-1
4883,0,534.32,-1
4884,1,401.41,91
4885,0,585.15,-1
4886,0,473.39,-1
4887,0,418.49,-1
4888,0,402.54,-1
4889,0,572.18,-1
4890,0,483.70,-1
4891,0,517.30,-1
4892,0,596.94,-1
4893,0,587.00,-1
4894,0,525.97,-1
4895,0,546.30,-1
4896,0,528.68,-1
4897,0,483.86,-1
4898,0,423.20,-1
4899,0,441.41,-1
4900,0,459.59,-1
4901,0,442.81,-1
4902,0,586.34,-1
4903,0,441.01,-1
4904,0,447.08,-1
4905,1,539.18,-1
4906,0,594.15,-1
4907,0,527.52,-1
4908,0,458.62,-1
4909,0,563.04,-1
4910,0,431.27,-1
4911,0,529.81,-1
4912,0,498.82,-1
4913,1,550.39,-1
4914,0,497.18,-1
4915,0,524.27,-1
4916,0,400.61,-1
4917,0,568.72,-1
4918,0,544.93,-1
4919,0,439.50,-1
4920,0,589.27,-1
4921,0,597.95,-1
4922,0,525.67,-1
4923,0,567.19,-1
4924,1,597.96,81
4925,0,461.00,-1
4926,0,436.99,-1
4927,0,464.73,-1
4928,0,593.37,-1
4929,0,459.17,-1
4930,0,490.19,-1
4931,0,570.22,-1
4932,0,435.49,-1
4933,0,490.78,-1
4934,0,452.81,-1
4935,0,483.90,-1
4936,0,592.18,-1
4937,0,487.46,-1
4938,0,412.34,-1
4939,0,578.55,-1
4940,0,571.48,-1
4941,0,468.60,-1
4942,0,409.79,-1
4943,0,498.88,-1
4944,0,528.17,-1
4945,0,487.76,-1
4946,0,413.47,-1
4947,0,418.70,-1
4948,0,549.69,-1
4949,0,506.96,-1
4950,0,529.93,-1
4951,0,459.13,-1
4952,0,487.27,-1
4953,0,468.27,-1
4954,0,530.99,-1
4955,0,491.02,-1
4956,0,422.30,-1
4957,0,535.76,-1
4958,0,594.71,-1
4959,0,482.48,-1
4960,0,406.59,-1
4961,0,508.34,-1
4962,0,527.52,-1
4963,0,470.87,-1
4964,0,579.89,-1
4965,0,590.14,-1
4966,0,494.07,-1
4967,0,500.78,-1
4968,1,485.13,-1
4969,0,536.90,-1
4970,0,411.79,-1
4971,0,461.03,-1
4972,0,559.98,-1
4973,0,438.94,-1
4974,0,507.66,-1
4975,0,443.49,-1
4976,0,422.96,-1
4977,0,480.98,-1
4978,0,509.85,-1
4979,0,452.47,-1
4980,0,467.95,-1
4981,0,490.31,-1
4982,0,545.86,-1
4983,0,429.88,-1
4984,0,517.67,-1
4985,0,519.56,-1
4986,0,594.78,-1
4987,0,521.10,-1
4988,0,481.30,-1
4989,0,496.43,-1
4990,0,522.69,-1
4991,0,506.47,-1
4992,0,534.81,-1
4993,0,458.75,-1
4994,0,449.31,-1
4995,0,595.64,-1
4996,0,588.31,-1
4997,0,547.88,-1
4998,0,596.31,-1
4999,0,598.67,-1
5000,0,454.15,-1
5001,1,469.10,-1
5002,0,584.27,-1
5003,0,543.36,-1
5004,0,429.81,-1
5005,0,557.66,-1
5006,0,438.73,-1
5007,0,441.11,-1
5008,0,522.75,-1
5009,0,441.72,-1
5010,0,476.25,-1
5011,0,432.65,-1
5012,0,537.90,-1
5013,1,523.04,-1
5014,0,581.43,-1
5015,0,419.10,-1
5016,0,597.23,-1
5017,0,461.55,-1
5018,0,405.81,-1
5019,0,469.85,-1
5020,0,589.50,-1
5021,0,458.05,-1
5022,0,498.47,-1
5023,0,455.08,-1
5024,0,535.33,-1
5025,0,474.33,-1
5026,0,584.94,-1
5027,0,421.84,-1
5028,0,525.31,-1
5029,0,597.49,-1
5030,0,473.83,-1
5031,0,507.02,-1
5032,0,554.69,-1
5033,0,429.12,-1
5034,0,495.02,-1
5035,0,570.97,-1
5036,0,576.04,-1
5037,0,505.36,-1
5038,0,559.61,-1
5039,0,506.78,-1
5040,0,536.33,-1
5041,0,562.06,-1
5042,0,415.22,-1
5043,0,418.70,-1
5044,0,408.95,-1
5045,0,579.62,-1
5046,0,443.95,-1
5047,0,501.10,-1
5048,0,471.19,-1
5049,0,477.93,-1
5050,0,469.71,-1
5051,0,573.45,-1
5052,1,421.12,-1
5053,0,548.25,-1
5054,0,500.63,-1
5055,0,517.14,-1
5056,0,494.00,-1
5057,1,554.85,-1
5058,0,508.61,-1
5059,0,482.14,-1
5060,0,482.44,-1
5061,0,485.04,-1
5062,0,510.49,-1
5063,0,448.81,-1
5064,0,595.45,-1
5065,0,572.04,-1
5066,0,467.40,-1
5067,0,506.38,-1
5068,0,529.72,-1
5069,0,498.67,-1
5070,0,434.52,-1
5071,0,528.76,-1
5072,0,533.41,-1
5073,0,517.39,-1
5074,0,504.20,-1
5075,0,493.79,-1
5076,0,595.60,-1
5077,0,419.59,-1
5078,0,577.06,-1
5079,0,400.37,-1
5080,0,551.73,-1
5081,0,491.87,-1
5082,0,506.44,-1
5083,0,410.23,-1
5084,0,591.05,-1
5085,0,436.18,-1
5086,0,565.32,-1
5087,0,599.18,-1
5088,0,577.40,-1
5089,0,527.34,-1
5090,0,430.45,-1
5091,0,518.50,-1
5092,0,535.20,-1
5093,0,585.82,-1
5094,0,537.22,-1
5095,0,432.34,-1
5096,0,407.60,-1
5097,0,561.51,-1
5098,0,470.47,-1
5099,0,467.16,-1
5100,0,469.94,-1
5101,0,584.59,-1
5102,0,567.25,-1
5103,0,558.17,-1
5104,0,497.11,-1
5105,0,596.87,-1
5106,0,515.68,-1
5107,0,577.68,-1
5108,0,593.51,-1
5109,0,520.33,-1
5110,0,518.61,-1
5111,0,592.63,-1
5112,0,406.06,-1
5113,0,507.70,-1
5114,0,423.69,-1
5115,0,563.76,-1
5116,0,587.13,-1
5117,0,512.15,-1
5118,0,459.80,-1
5119,0,580.23,-1
5120,0,420.54,-1
5121,0,557.80,-1
5122,0,408.32,-1
5123,0,555.27,-1
5124,0,552.69,-1
5125,0,558.21,-1
5126,0,532.57,-1
5127,0,436.43,-1
5128,0,564.53,-1
5129,0,444.81,-1
5130,1,565.76,136
5131,0,525.37,-1
5132,1,568.47,-1
5133,0,507.61,-1
5134,0,402.71,-1
5135,0,584.62,-1
5136,0,513.46,-1
5137,1,489.27,92
5138,0,491.44,-1
5139,0,513.21,-1
5140,0,556.39,-1
5141,0,463.27,-1
5142,0,485.72,-1
5143,0,438.11,-1
5144,0,496.04,-1
5145,0,555.38,-1
5146,0,408.53,-1
5147,0,569.51,-1
5148,1,431.90,-1
5149,0,432.68,-1
5150,0,442.37,-1
5151,1,548.14,-1
5152,0,537.30,-1
5153,0,569.56,-1
5154,0,437.80,-1
5155,1,580.85,-1
5156,0,432.25,-1
5157,0,432.12,-1
5158,0,484.18,-1
5159,1,467.08,-1
5160,0,551.97,-1
5161,0,535.12,-1
5162,0,411.93,-1
5163,0,421.96,-1
5164,0,505.03,-1
5165,0,420.82,-1
5166,0,512.38,-1
5167,0,543.75,-1
5168,0,523.75,-1
5169,0,401.89,-1
5170,0,587.20,-1
5171,0,450.89,-1
5172,0,491.57,-1
5173,0,504.94,-1
5174,0,595.48,-1
5175,0,461.84,-1
5176,0,531.53,-1
5177,1,567.68,-1
5178,0,512.91,-1
5179,0,444.57,-1
5180,0,455.62,-1
5181,0,426.15,-1
5182,1,546.40,-1
5183,0,499.07,-1
5184,0,465.87,-1
5185,0,583.65,-1
5186,0,439.95,-1
5187,0,425.36,-1
5188,0,524.11,-1
5189,0,478.74,-1
5190,0,475.83,-1
5191,0,517.83,-1
5192,0,521.83,-1
5193,0,403.84,-1
5194,0,419.68,-1
5195,0,409.52,-1
5196,0,406.78,-1
5197,0,442.26,-1
5198,0,582.07,-1
5199,0,415.32,-1
5200,0,119.33,-1
5201,0,157.67,-1
5202,0,137.86,-1
5203,0,166.58,-1
5204,0,120.70,-1
5205,0,168.93,-1
5206,0,107.48,-1
5207,0,135.34,-1
5208,0,142.73,-1
5209,0,161.42,-1
5210,0,101.76,-1
5211,0,103.21,-1
5212,0,111.51,-1
5213,0,160.16,-1
